Monthly Redistribution Visits by Docking Station,,,,,
January 2017 - July 2017,,,,,
,,,,,
Month,Docking Station,Docking Points,Collection Visits,Distribution Visits,"Total Visits"
Month,Docking Station,Docking Points Constructed,Collection Visits,Distribution Vistis,Total Visits
Jan-17,"New Inn Yard, Shoreditch",20,13,0,13
Jan-17,"New Kent Road, The Borough",33,3,5,8
Jan-17,"New North Road, Hoxton",44,3,13,16
Jan-17,"New North Road, Hoxton",44,0,5,5
Jan-17,"New Road, Whitechapel",73,0,0,0
Jan-17,"New Spring Gardens Walk, Vauxhall",40,10,2,12
Jan-17,"Newby Place, Poplar",18,4,2,6
Jan-17,"Newgate Street, St. Paul's",34,81,67,148
Jan-17,"Newton Street, Covent Garden",24,43,20,63
Jan-17,"Normand Park, Fulham",24,1,5,6
Jan-17,"North Audley Street, Mayfair",17,13,6,19
Jan-17,"North Wharf Road, Paddington",25,5,12,17
Jan-17,"Northdown Street, King's Cross",21,2,11,13
Jan-17,"Northfields, Wandsworth",28,1,4,5
Jan-17,"Northington Street, Holborn",19,21,13,34
Jan-17,"Northumberland Avenue, Strand",37,37,8,45
Jan-17,"Norton Folgate, Liverpool Street",23,20,2,22
Jan-17,"Notting Hill Gate Station, Notting Hill",31,6,24,30
Jan-17,"Nutford Place, Marylebone",18,4,9,13
Jan-17,"Old Brompton Road, South Kensington",31,0,5,5
Jan-17,"Old Ford Road, Bethnal Green",24,0,11,11
Jan-17,"Old Montague Street, Whitechapel",18,0,2,2
Jan-17,"Old Quebec Street, Marylebone",16,4,2,6
Jan-17,"Old Street Station, St. Luke's",37,14,1,15
Jan-17,"Olympia Way, Olympia",38,1,5,6
Jan-17,"One Tower Bridge, Bermondsey",13,0,0,0
Jan-17,"Ontario Street, Elephant & Castle",15,5,4,9
Jan-17,"Ontario Street, Elephant & Castle",15,1,0,1
Jan-17,"Orbel Street, Battersea",26,0,12,12
Jan-17,"Ormonde Gate, Chelsea",24,3,2,5
Jan-17,"Orsett Terrace, Bayswater",15,0,6,6
Jan-17,"Osiers Road, Wandsworth",30,0,2,2
Jan-17,"Ossulston Street, Somers Town",30,16,11,27
Jan-17,"Oval Way, Vauxhall",21,5,1,6
Jan-17,"Oxford Road, Putney",29,0,1,1
Jan-17,"Paddington Green Police Station, Paddington",39,3,5,8
Jan-17,"Paddington Green, Paddington",20,0,7,7
Jan-17,"Paddington Street, Marylebone",16,2,2,4
Jan-17,"Page Street, Westminster",24,50,18,68
Jan-17,"Palace Gardens Terrace, Notting Hill",37,0,17,17
Jan-17,"Palace Gate, Kensington Gardens",16,1,2,3
Jan-17,"Palissy Street, Shoreditch",26,1,5,6
Jan-17,"Pall Mall East, West End",22,38,3,41
Jan-17,"Pancras Road, King's Cross",16,10,5,15
Jan-17,"Panton Street, West End",21,29,7,36
Jan-17,"Park Lane, Hyde Park",28,13,13,26
Jan-17,"Park Lane, Mayfair",18,7,8,15
Jan-17,"Park Road (Baker Street), Regent's Park",22,1,5,6
Jan-17,"Park Street, Bankside",18,8,5,13
Jan-17,"Parkway, Camden Town",33,11,6,17
Jan-17,"Parsons Green Station, Parsons Green",56,2,11,13
Jan-17,"Parson's Green, Parson's Green",21,3,5,8
Jan-17,"Pembridge Villas, Notting Hill",16,0,8,8
Jan-17,"Penfold Street, Marylebone",15,1,8,9
Jan-17,"Pennington Street, Wapping",45,1,5,6
Jan-17,"Penywern Road, Earl's Court",17,2,9,11
Jan-17,"Percival Street, Finsbury",22,4,8,12
Jan-17,"Peterborough Road, Sands End",30,0,2,2
Jan-17,"Phene Street, Chelsea",23,2,2,4
Jan-17,"Phillimore Gardens, Kensington",37,12,0,12
Jan-17,"Philpot Street, Whitechapel",30,2,2,4
Jan-17,"Pitfield Street (North), Hoxton",28,2,12,14
Jan-17,"Pitfield Street Central, Hoxton",22,2,11,13
Jan-17,"Plough Terrace, Clapham Junction",31,0,4,4
Jan-17,"Podium, QEOP",40,5,1,6
Jan-17,"Pont Street, Knightsbridge",24,5,0,5
Jan-17,"Porchester Place, Paddington",18,3,14,17
Jan-17,"Portland Place, Marylebone",34,6,4,10
Jan-17,"Portman Square, Marylebone",17,9,3,12
Jan-17,"Portugal Street, Holborn",16,14,6,20
Jan-17,"Pott Street, Bethnal Green",20,1,6,7
Jan-17,"Poured Lines, Bankside",31,9,3,12
Jan-17,"Preston's Road, Cubitt Town",26,0,0,0
Jan-17,"Prince Albert Road, Regent's Park",24,0,10,10
Jan-17,"Prince Consort Road, Knightsbridge",18,47,22,69
Jan-17,"Prince of Wales Drive, Battersea Park",21,2,5,7
Jan-17,"Princedale Road, Holland Park",25,0,10,10
Jan-17,"Princes Square, Bayswater",16,0,8,8
Jan-17,"Pritchard's Road, Bethnal Green",30,2,15,17
Jan-17,"Putney Bridge Road, East Putney",29,0,2,2
Jan-17,"Putney Bridge Station, Fulham",21,2,0,2
Jan-17,"Putney Pier, Wandsworth",29,6,0,6
Jan-17,"Putney Rail Station, Putney",20,1,3,4
Jan-17,"Queen Mary's, Mile End",45,4,2,6
Jan-17,"Queen Mother Sports Centre, Victoria",26,10,3,13
Jan-17,"Queen Street, Bank",56,22,8,30
Jan-17,"Queen Street, Bank",56,28,4,32
Jan-17,"Queen Victoria Street, St. Paul's",32,34,16,50
Jan-17,"Queen's Circus, Battersea Park",28,2,12,14
Jan-17,"Queen's Gate (Central), South Kensington",31,7,4,11
Jan-17,"Queen's Gate (North), Kensington",19,3,5,8
Jan-17,"Queen's Gate (South), South Kensington",25,14,4,18
Jan-17,"Queen's Gate, Kensington Gardens",21,1,1,2
Jan-17,"Queensbridge Road, Haggerston",35,2,13,15
Jan-17,"Queensdale Road, Shepherd's Bush",31,1,1,2
Jan-17,"Rainville Road, Hammersmith",36,0,1,1
Jan-17,"Ram Street, Wandsworth",25,2,0,2
Jan-17,"Rampayne Street, Pimlico",21,4,9,13
Jan-17,"Ranelagh Gardens, Fulham",39,1,1,2
Jan-17,"Rathbone Street, Fitzrovia",15,5,2,7
Jan-17,"Ravenscourt Park Station, Hammersmith",26,5,1,6
Jan-17,"Reardon Street, Wapping",22,5,16,21
Jan-17,"Rectory Square, Stepney",22,2,5,7
Jan-17,"Red Lion Square, Holborn",16,21,20,41
Jan-17,"Red Lion Street, Holborn",36,41,53,94
Jan-17,"Regency Street, Westminster",22,5,5,10
Jan-17,"Regent's Row, Haggerston",24,9,15,24
Jan-17,"Richmond Way, Shepherd's Bush",27,0,3,3
Jan-17,"Rifle Place, Avondale",21,2,1,3
Jan-17,"Risinghill Street, Angel",25,2,28,30
Jan-17,"River Street, Clerkenwell",19,1,24,25
Jan-17,"Riverlight North, Nine Elms",24,0,6,6
Jan-17,"Riverlight South, Nine Elms",26,0,8,8
Jan-17,"Rochester Row, Westminster",13,12,6,18
Jan-17,"Rodney Road, Walworth",24,1,16,17
Jan-17,"Roscoe Street, St. Luke's",18,16,5,21
Jan-17,"Rossmore Road, Marylebone",18,5,7,12
Jan-17,"Royal Avenue, Chelsea",20,5,1,6
Jan-17,"Royal Avenue, Chelsea",20,15,2,17
Jan-17,"Royal College Street, Camden Town",57,4,17,21
Jan-17,"Royal London Hospital, Whitechapel",41,3,3,6
Jan-17,"Russell Gardens, Holland Park",24,1,1,2
Jan-17,"Russell Square Station, Bloomsbury",26,13,6,19
Jan-17,"Sackville Street, Mayfair",18,9,3,12
Jan-17,"Sadlers Sports Centre, Finsbury",17,5,4,9
Jan-17,"Sail Street, Vauxhall",24,3,7,10
Jan-17,"Salmon Lane, Limehouse",33,0,9,9
Jan-17,"Sancroft Street, Vauxhall",24,6,13,19
Jan-17,"Sandilands Road, Walham Green",21,0,2,2
Jan-17,"Santos Road, Wandsworth",30,0,3,3
Jan-17,"Sardinia Street, Holborn",24,32,20,52
Jan-17,"Saunders Ness Road, Cubitt Town",35,1,0,1
Jan-17,"Scala Street, Fitzrovia",21,10,1,11
Jan-17,"Sedding Street, Sloane Square",27,12,4,16
Jan-17,"Selby Street, Whitechapel",17,1,4,5
Jan-17,"Serpentine Car Park, Hyde Park",16,5,2,7
Jan-17,"Seville Street, Knightsbridge",27,7,0,7
Jan-17,"Seymour Place, Marylebone",33,2,6,8
Jan-17,"Shadwell Station, Shadwell",35,4,11,15
Jan-17,"Sheepcote Lane, Battersea",28,0,5,5
Jan-17,"Shepherd's Bush Road North, Shepherd's Bush",34,2,1,3
Jan-17,"Shoreditch Court, Haggerston",39,0,12,12
Jan-17,"Shoreditch High Street, Shoreditch",40,13,14,27
Jan-17,"Shoreditch Park, Hoxton",30,3,21,24
Jan-17,"Shouldham Street, Marylebone",16,3,12,15
Jan-17,"Silverthorne Road, Battersea",28,2,4,6
Jan-17,"Simpson Street, Battersea",25,0,1,1
Jan-17,"Sirdar Road, Avondale",26,0,0,0
Jan-17,"Sloane Avenue, Knightsbridge",30,5,0,5
Jan-17,"Smith Square, Westminster",18,51,33,84
Jan-17,"Smugglers Way, Wandsworth",28,1,0,1
Jan-17,"Snow Hill, Farringdon",15,25,14,39
Jan-17,"Snowsfields, London Bridge",31,3,1,4
Jan-17,"Soho Square, Soho",55,59,4,63
Jan-17,"Somerset House, Strand",41,22,2,24
Jan-17,"Sopwith Way, Wandsworth",30,3,4,7
Jan-17,"South Audley Street, Mayfair",15,12,1,13
Jan-17,"South Kensington Station, South Kensington",15,24,10,34
Jan-17,"South Lambeth Road, Vauxhall",21,2,7,9
Jan-17,"South Parade, Chelsea",18,1,0,1
Jan-17,"South Park, Sands End",28,0,3,3
Jan-17,"South Quay East, Canary Wharf",36,6,0,6
Jan-17,"South Wharf Road, Paddington",16,19,29,48
Jan-17,"Southampton Place, Holborn",20,8,5,13
Jan-17,"Southampton Street, Strand",14,31,7,38
Jan-17,"Southern Grove, Bow",17,0,1,1
Jan-17,"Southerton Road, Hammersmith",38,1,1,2
Jan-17,"Southwark Station, Southwark",82,11,3,14
Jan-17,"Southwark Station, Southwark",82,4,9,13
Jan-17,"Southwark Street, Bankside",23,3,4,7
Jan-17,"Southwick Street, Paddington",17,9,19,28
Jan-17,"Spanish Road, Wandsworth",30,0,5,5
Jan-17,"Spencer Park, Wandsworth Common",25,0,4,4
Jan-17,"Spindrift Avenue, Millwall",36,0,2,2
Jan-17,"St John's Park, Cubitt Town",30,0,1,1
Jan-17,"St Katharine’s Way, Tower",24,2,1,3
Jan-17,"St Martin's Close, Camden Town",18,0,8,8
Jan-17,"St. Bride Street, Holborn",24,57,18,75
Jan-17,"St. Chad's Street, King's Cross",23,26,8,34
Jan-17,"St. George Street, Mayfair",18,20,4,24
Jan-17,"St. George's Square, Pimlico",16,4,21,25
Jan-17,"St. James's Square, St. James's",40,59,15,74
Jan-17,"St. John Street, Finsbury",18,1,15,16
Jan-17,"St. John's Road, Clapham Junction",33,2,1,3
Jan-17,"St. John's Wood Church, Regent's Park",50,0,10,10
Jan-17,"St. John's Wood Road, St. John's Wood",35,0,10,10
Jan-17,"St. Luke's Church, Chelsea",20,1,2,3
Jan-17,"St. Mark's Road, North Kensington",23,0,4,4
Jan-17,"St. Martin's Street, West End",18,16,3,19
Jan-17,"St. Mary and St. Michael Church, Stepney",25,2,6,8
Jan-17,"St. Mary Axe, Aldgate",21,7,1,8
Jan-17,"St. Peter’s Terrace, Fulham",24,0,4,4
Jan-17,"Stainsby Road, Poplar",24,0,2,2
Jan-17,"Stamford Street, South Bank",27,33,15,48
Jan-17,"Stanhope Gate, Mayfair",21,7,3,10
Jan-17,"Stanley Grove, Battersea",24,1,5,6
Jan-17,"Star Road, West Kensington",24,0,7,7
Jan-17,"Stebondale Street, Cubitt Town",29,0,0,0
Jan-17,"Stephendale Road, Sands End",48,0,1,1
Jan-17,"Stepney Green Station, Stepney",18,1,4,5
Jan-17,"Stewart's Road, Nine Elms",28,1,4,5
Jan-17,"Stockwell Roundabout, Stockwell",33,6,3,9
Jan-17,"Stonecutter Street, Holborn",46,9,5,14
Jan-17,"Storey's Gate, Westminster",18,60,22,82
Jan-17,"Strand, Strand",36,16,6,22
Jan-17,"Strata, Elephant & Castle",21,6,6,12
Jan-17,"Stratford Station, QEOP",34,4,2,6
Jan-17,"Sugden Road, Battersea",19,1,9,10
Jan-17,"Sumner Place, South Kensington",19,0,2,2
Jan-17,"Sun Street, Liverpool Street",25,47,9,56
Jan-17,"Surrey Lane, Battersea",28,2,16,18
Jan-17,"Sutton Street, Shadwell",33,3,12,15
Jan-17,"Swan Street, The Borough",27,6,4,10
Jan-17,"Tachbrook Street, Victoria",16,8,9,17
Jan-17,"Tallis Street, Temple",24,30,15,45
Jan-17,"Tanner Street, Bermondsey",19,2,5,7
Jan-17,"Tate Modern, Bankside",30,13,4,17
Jan-17,"Tavistock Place, Bloomsbury",19,3,13,16
Jan-17,"Tavistock Street, Covent Garden",33,44,10,54
Jan-17,"Taviton Street, Bloomsbury",30,2,7,9
Jan-17,"Teversham Lane, Stockwell",39,5,5,10
Jan-17,"Teviot Street, Poplar",33,0,0,0
Jan-17,"The Green Bridge, Mile End",63,1,7,8
Jan-17,"The Guildhall, Guildhall",17,39,23,62
Jan-17,"The Tennis Courts, Regent's Park",16,2,3,5
Jan-17,"The Vale, West Chelsea",24,6,2,8
Jan-17,"Theobald's Road, Holborn",26,48,48,96
Jan-17,"Thessaly Road North, Nine Elms",28,2,9,11
Jan-17,"Thorndike Close, West Chelsea",25,0,6,6
Jan-17,"Thornfield House, Poplar",26,0,0,0
Jan-17,"Thurtle Road, Haggerston",22,0,12,12
Jan-17,"Timber Lodge, QEOP",35,0,8,8
Jan-17,"Tooley Street, Bermondsey",17,41,1,42
Jan-17,"Torrens Street, Angel",19,2,15,17
Jan-17,"Tower Gardens, Tower",24,27,4,31
Jan-17,"Trebovir Road, Earl's Court",18,1,1,2
Jan-17,"Triangle Car Park, Hyde Park",27,6,5,11
Jan-17,"Turquoise Island, Notting Hill",21,0,3,3
Jan-17,"Twig Folly Bridge, Mile End",21,1,11,12
Jan-17,"Tyers Gate, Bermondsey",36,1,9,10
Jan-17,"Tysoe Street, Clerkenwell",20,6,5,11
Jan-17,"Union Grove, Wandsworth Road",45,8,15,23
Jan-17,"Union Street, The Borough",17,0,4,4
Jan-17,"Upcerne Road, West Chelsea",29,1,2,3
Jan-17,"Upper Bank Street, Canary Wharf",36,9,0,9
Jan-17,"Upper Grosvenor Street, Mayfair",18,7,1,8
Jan-17,"Upper Richmond Road, East Putney",25,0,3,3
Jan-17,"Usk Road, Battersea",30,0,5,5
Jan-17,"Vauxhall Bridge, Pimlico",35,0,6,6
Jan-17,"Vauxhall Cross, Vauxhall",17,0,0,0
Jan-17,"Vauxhall Street, Vauxhall",19,5,2,7
Jan-17,"Vauxhall Walk, Vauxhall",27,3,1,4
Jan-17,"Vereker Road, West Kensington",32,0,5,5
Jan-17,"Vereker Road, West Kensington",32,0,5,5
Jan-17,"Vicarage Crescent, Battersea",30,0,7,7
Jan-17,"Vicarage Gate, Kensington",18,1,16,17
Jan-17,"Victoria and Albert Museum, Cromwell Road",36,10,0,10
Jan-17,"Victoria Park Road, Hackney Central",34,5,4,9
Jan-17,"Victory Place, Walworth",24,4,26,30
Jan-17,"Vincent Square, Westminster",19,2,4,6
Jan-17,"Vincent Street, Pimlico",16,9,7,16
Jan-17,"Walmer Road, Notting Hill",24,0,6,6
Jan-17,"Walnut Tree Walk, Vauxhall",20,11,26,37
Jan-17,"Walworth Road, Elephant & Castle",30,7,2,9
Jan-17,"Wandsworth Rd, Isley Court, Wandsworth Road",30,2,11,13
Jan-17,"Wandsworth Town Station, Wandsworth",33,1,4,5
Jan-17,"Wapping High Street, Wapping",20,5,2,7
Jan-17,"Wapping Lane, Wapping",28,4,6,10
Jan-17,"Wardour Street, Soho",16,9,2,11
Jan-17,"Warren Street Station, Fitzrovia",26,8,18,26
Jan-17,"Warwick Avenue Station, Maida Vale",19,3,9,12
Jan-17,"Warwick Road, Olympia",36,0,2,2
Jan-17,"Warwick Square, Pimlico",19,7,17,24
Jan-17,"Waterloo Bridge, South Bank",15,26,22,48
Jan-17,"Waterloo Place, St. James's",20,21,3,24
Jan-17,"Waterloo Road, Southbank",15,60,56,116
Jan-17,"Waterloo Station, Waterloo",126,146,148,294
Jan-17,"Waterloo Station, Waterloo",126,120,154,274
Jan-17,"Waterloo Station, Waterloo",126,26,41,67
Jan-17,"Watney Market, Stepney",51,3,2,5
Jan-17,"Watney Street, Shadwell",27,2,7,9
Jan-17,"Webber Street, Southwark",24,1,8,9
Jan-17,"Wellington Arch, Hyde Park",36,11,15,26
Jan-17,"Wellington Road, St. John's Wood",17,0,9,9
Jan-17,"Wellington Row, Bethnal Green",33,1,9,10
Jan-17,"Wells Street, Fitzrovia",38,3,2,5
Jan-17,"Wendon Street, Old Ford",18,2,3,5
Jan-17,"Wenlock Road, Hoxton",28,6,19,25
Jan-17,"West Cromwell Road, Earl's Court",24,0,7,7
Jan-17,"West Kensington Station, West Kensington",21,0,4,4
Jan-17,"West Smithfield Rotunda, Farringdon",25,44,24,68
Jan-17,"Westbourne Grove, Bayswater",26,3,9,12
Jan-17,"Westbourne Park Road, Portobello",23,0,5,5
Jan-17,"Westbridge Road, Battersea",28,3,3,6
Jan-17,"Westferry Circus, Canary Wharf",36,7,0,7
Jan-17,"Westferry DLR, Limehouse",41,8,1,9
Jan-17,"Westfield Ariel Way, White City",42,1,1,2
Jan-17,"Westfield Library Corner, Shepherd's Bush",27,4,0,4
Jan-17,"Westfield Southern Terrace, Shepherd's Bush",29,7,0,7
Jan-17,"Westminster Bridge Road, Elephant & Castle",26,0,2,2
Jan-17,"Westminster University, Marylebone",16,2,1,3
Jan-17,"Whiston Road, Haggerston",21,1,15,16
Jan-17,"Whitehall Place, Strand",46,35,6,41
Jan-17,"Whiteley's, Bayswater",16,3,2,5
Jan-17,"William IV Street, Strand",26,69,0,69
Jan-17,"William Morris Way, Sands End",26,2,3,5
Jan-17,"Windsor Terrace, Hoxton",24,1,20,21
Jan-17,"Winsland Street, Paddington",15,36,34,70
Jan-17,"Wood Street, Guildhall",17,27,25,52
Jan-17,"Woodstock Grove, Shepherd's Bush",23,1,1,2
Jan-17,"Woodstock Street, Mayfair",21,4,1,5
Jan-17,"World's End Place, West Chelsea",22,0,3,3
Jan-17,"Wormwood Street, Liverpool Street",16,46,5,51
Jan-17,"Wren Street, Holborn",33,10,16,26
Jan-17,"Wright's Lane, Kensington",37,12,0,12
Jan-17,"York Hall, Bethnal Green",27,0,5,5
Feb-17,"Abbey Orchard Street, Westminster",29,56,28,84
Feb-17,"Abbotsbury Road, Holland Park",24,1,2,3
Feb-17,"Aberdeen Place, St John's Wood",18,0,23,23
Feb-17,"Aberfeldy Street, Poplar",16,0,2,2
Feb-17,"Abingdon Green, Great College Street",20,46,13,59
Feb-17,"Abingdon Villas, Kensington",17,0,1,1
Feb-17,"Abyssinia Close, Clapham Junction",20,5,0,5
Feb-17,"Ackroyd Drive, Bow",29,0,4,4
Feb-17,"Ada Street, Hackney Central",45,4,2,6
Feb-17,"Addison Road, Holland Park",26,0,1,1
Feb-17,"Aintree Street, Fulham",24,0,4,4
Feb-17,"Albany Street, Regent's Park",27,0,15,15
Feb-17,"Albert Bridge Road, Battersea Park",20,3,8,11
Feb-17,"Albert Embankment, Vauxhall",24,2,13,15
Feb-17,"Albert Gardens, Stepney",33,0,10,10
Feb-17,"Albert Gate, Hyde Park",28,4,2,6
Feb-17,"Albert Square, Stockwell",32,2,10,12
Feb-17,"Alderney Street, Pimlico",14,5,13,18
Feb-17,"Aldersgate Street, Barbican",15,44,19,63
Feb-17,"Alfred Place, Bloomsbury",40,12,9,21
Feb-17,"Alfreda Street, Battersea Park",22,0,5,5
Feb-17,"All Saints Church, Portobello",37,1,2,3
Feb-17,"All Saints' Road, Portobello",22,0,5,5
Feb-17,"Alma Road, Wandsworth",28,0,6,6
Feb-17,"Alpha Grove, Millwall",23,0,1,1
Feb-17,"Ampton Street, Clerkenwell",21,4,17,21
Feb-17,"Ansell House, Stepney",43,2,4,6
Feb-17,"Antill Road, Mile End",30,0,9,9
Feb-17,"Appold Street, Liverpool Street",26,23,2,25
Feb-17,"Archbishop's Park, Waterloo",23,9,1,10
Feb-17,"Argyll Road, Kensington",19,0,1,1
Feb-17,"Arlington Road, Camden Town",24,2,3,5
Feb-17,"Ashley Crescent, Battersea",28,0,7,7
Feb-17,"Ashley Place, Victoria",25,14,5,19
Feb-17,"Ashmole Estate, Oval",34,0,6,6
Feb-17,"Aston Street, Stepney",26,0,2,2
Feb-17,"Austin Road, Battersea",18,3,12,15
Feb-17,"Aylward Street, Stepney",22,1,11,12
Feb-17,"Baker Street, Marylebone",22,1,4,5
Feb-17,"Baldwin Street, St. Luke's",21,6,6,12
Feb-17,"Bancroft Road, Bethnal Green",21,0,14,14
Feb-17,"Bank of England Museum, Bank",16,30,21,51
Feb-17,"Bankside Mix, Bankside",60,35,3,38
Feb-17,"Barbican Centre, Barbican",19,17,4,21
Feb-17,"Barons Court Station, West Kensington",32,1,3,4
Feb-17,"Bath Street, St. Luke's",18,5,3,8
Feb-17,"Battersea Church Road, Battersea",25,1,3,4
Feb-17,"Battersea Park Road, Nine Elms",27,1,10,11
Feb-17,"Battersea Power Station, Battersea Park",27,0,3,3
Feb-17,"Bayley Street, Bloomsbury",25,11,4,15
Feb-17,"Baylis Road, Waterloo",18,53,31,84
Feb-17,"BBC White City, White City",36,1,1,2
Feb-17,"Beaumont Street, Marylebone",23,1,2,3
Feb-17,"Bedford Way, Bloomsbury",23,3,5,8
Feb-17,"Belford House, Haggerston",35,0,10,10
Feb-17,"Belgrave Road, Victoria",29,6,8,14
Feb-17,"Belgrave Square, Belgravia",21,1,2,3
Feb-17,"Belgrove Street, King's Cross",21,24,38,62
Feb-17,"Bell Lane, Liverpool Street",23,10,2,12
Feb-17,"Bell Street, Marylebone",18,4,10,14
Feb-17,"Belvedere Road, South Bank",76,25,18,43
Feb-17,"Belvedere Road, South Bank",76,29,19,48
Feb-17,"Belvedere Road, South Bank",76,25,18,43
Feb-17,"Belvedere Road, South Bank",76,29,19,48
Feb-17,"Bermondsey Street, Bermondsey",24,2,11,13
Feb-17,"Berry Street, Clerkenwell",41,35,22,57
Feb-17,"Beryl Road, Hammersmith",26,0,1,1
Feb-17,"Bethnal Green Garden, Bethnal Green",23,4,6,10
Feb-17,"Bethnal Green Road, Shoreditch",38,14,8,22
Feb-17,"Bevington Road West, North Kensington",24,0,5,5
Feb-17,"Bevington Road, North Kensington",27,0,3,3
Feb-17,"Binfield Road, Stockwell",35,4,4,8
Feb-17,"Birkenhead Street, King's Cross",27,16,17,33
Feb-17,"Bishop's Avenue, Fulham",44,0,0,0
Feb-17,"Bishop's Bridge Road East, Bayswater",20,0,11,11
Feb-17,"Bishop's Bridge Road West, Bayswater",18,0,9,9
Feb-17,"Black Lion Gate, Kensington Gardens",24,4,16,20
Feb-17,"Black Prince Road, Vauxhall",19,4,9,13
Feb-17,"Blackfriars Road, Southwark",42,6,1,7
Feb-17,"Blenheim Crescent, Ladbroke Grove",22,0,2,2
Feb-17,"Blythe Road West, Shepherd's Bush",21,0,2,2
Feb-17,"Bolsover Street, Fitzrovia",19,2,10,12
Feb-17,"Bonny Street, Camden Town",45,2,8,10
Feb-17,"Borough High Street, The Borough",21,4,0,4
Feb-17,"Borough Road, Elephant & Castle",41,1,4,5
Feb-17,"Boston Place, Marylebone",26,35,33,68
Feb-17,"Bouverie Street, Temple",18,35,23,58
Feb-17,"Bow Church Station, Bow",39,0,6,6
Feb-17,"Bow Road Station, Bow",42,1,8,9
Feb-17,"Bradmead, Nine Elms",40,1,4,5
Feb-17,"Braham Street, Aldgate",34,7,6,13
Feb-17,"Bramham Gardens, Earl's Court",29,0,6,6
Feb-17,"Breams Buildings, Holborn",24,16,12,28
Feb-17,"Brick Lane Market, Bangla Town",23,3,5,8
Feb-17,"Bricklayers Arms, The Borough",28,2,7,9
Feb-17,"Bridge Avenue, Hammersmith",18,2,0,2
Feb-17,"British Museum, Bloomsbury",35,19,17,36
Feb-17,"Broadcasting House, Marylebone",13,10,2,12
Feb-17,"Broadley Terrace, Marylebone",18,2,5,7
Feb-17,"Broadwick Street, Soho",18,12,4,16
Feb-17,"Bromley High Street, Bow",24,0,1,1
Feb-17,"Brook Green South, Brook Green",33,2,0,2
Feb-17,"Broomhouse Lane, Parsons Green",29,1,0,1
Feb-17,"Brunswick Square, Bloomsbury",24,7,3,10
Feb-17,"Brushfield Street, Liverpool Street",34,68,4,72
Feb-17,"Bruton Street, Mayfair",21,30,1,31
Feb-17,"Buckingham Gate, Westminster",16,31,13,44
Feb-17,"Bunhill Row, Moorgate",30,40,8,48
Feb-17,"Burdett Road, Mile End",33,2,0,2
Feb-17,"Bury Place, Holborn",21,18,13,31
Feb-17,"Butler Place, Westminster",18,38,17,55
Feb-17,"Buxton Street, Bangla Town",41,4,4,8
Feb-17,"Cadogan Close, Victoria Park",22,2,1,3
Feb-17,"Cadogan Gardens, Sloane Square",15,14,0,14
Feb-17,"Cadogan Place, Knightsbridge",34,10,1,11
Feb-17,"Caldwell Street, Stockwell",43,1,16,17
Feb-17,"Calshot Street, King's Cross",24,2,11,13
Feb-17,"Campden Hill Road, Notting Hill",17,0,12,12
Feb-17,"Canton Street, Poplar",23,0,2,2
Feb-17,"Cantrell Road, Bow",24,0,2,2
Feb-17,"Carey Street, Holborn",16,19,7,26
Feb-17,"Carnegie Street, King's Cross",40,4,19,23
Feb-17,"Cartwright Gardens, Bloomsbury",22,2,8,10
Feb-17,"Castalia Square, Cubitt Town",37,2,0,2
Feb-17,"Castlehaven Road, Camden Town",29,3,8,11
Feb-17,"Central House, Whitechapel",18,3,3,6
Feb-17,"Cephas Street, Bethnal Green",24,1,12,13
Feb-17,"Chadwell Street, Angel",18,2,14,16
Feb-17,"Chancery Lane, Holborn",15,18,11,29
Feb-17,"Chapel Place, Marylebone",29,11,1,12
Feb-17,"Charing Cross Hospital, Hammersmith",21,0,0,0
Feb-17,"Charlbert Street, St. John's Wood",16,1,11,12
Feb-17,"Charles II Street, West End",24,14,2,16
Feb-17,"Charlotte Street, Fitzrovia",14,13,4,17
Feb-17,"Charlotte Terrace, Angel",25,2,23,25
Feb-17,"Cheapside, Bank",43,54,29,83
Feb-17,"Chelsea Bridge, Pimlico",15,0,13,13
Feb-17,"Chelsea Green, Chelsea",27,3,1,4
Feb-17,"Chepstow Villas, Notting Hill",26,0,9,9
Feb-17,"Cheshire Street, Bethnal Green",28,1,11,12
Feb-17,"Chesilton Road, Fulham",23,0,1,1
Feb-17,"Chrisp Street Market, Poplar",18,0,0,0
Feb-17,"Christian Street, Whitechapel",34,1,15,16
Feb-17,"Christopher Street, Liverpool Street",32,24,1,25
Feb-17,"City Road, Angel",47,4,8,12
Feb-17,"Clapham Common Northside, Clapham Common",37,2,11,13
Feb-17,"Clapham Road, Lingham Street, Stockwell",30,0,5,5
Feb-17,"Claremont Square, Angel",18,0,35,35
