Monthly Redistribution Visits by Docking Station,,,,,
January 2017 - July 2017,,,,,
,,,,,
Month,Docking Station,Docking Points,Collection Visits,Distribution Visits,"Total Visits"
Month,Docking Station,Docking Points Constructed,Collection Visits,Distribution Vistis,Total Visits
Jun-17,"St. Chad's Street, King's Cross",23,13,9,22
Jun-17,"St. George Street, Mayfair",18,32,4,36
Jun-17,"St. George's Square, Pimlico",16,3,8,11
Jun-17,"St. James's Square, St. James's",40,96,21,117
Jun-17,"St. John Street, Finsbury",18,0,16,16
Jun-17,"St. John's Road, Clapham Junction",33,10,0,10
Jun-17,"St. John's Wood Church, Regent's Park",50,0,16,16
Jun-17,"St. John's Wood Road, St. John's Wood",35,0,20,20
Jun-17,"St. Luke's Church, Chelsea",20,0,1,1
Jun-17,"St. Mark's Road, North Kensington",23,0,1,1
Jun-17,"St. Martin's Street, West End",18,13,0,13
Jun-17,"St. Mary and St. Michael Church, Stepney",25,1,2,3
Jun-17,"St. Mary Axe, Aldgate",21,11,3,14
Jun-17,"St. Peter’s Terrace, Fulham",24,1,2,3
Jun-17,"Stainsby Road, Poplar",24,1,1,2
Jun-17,"Stamford Street, South Bank",27,31,10,41
Jun-17,"Stanhope Gate, Mayfair",21,4,0,4
Jun-17,"Stanley Grove, Battersea",24,0,6,6
Jun-17,"Star Road, West Kensington",24,0,1,1
Jun-17,"Stebondale Street, Cubitt Town",29,3,0,3
Jun-17,"Stephendale Road, Sands End",48,1,2,3
Jun-17,"Stepney Green Station, Stepney",18,3,3,6
Jun-17,"Stewart's Road, Nine Elms",28,1,2,3
Jun-17,"Stockwell Roundabout, Stockwell",33,16,1,17
Jun-17,"Stonecutter Street, Holborn",46,1,1,2
Jun-17,"Storey's Gate, Westminster",18,69,26,95
Jun-17,"Strand, Strand",36,12,3,15
Jun-17,"Strata, Elephant & Castle",21,7,2,9
Jun-17,"Stratford Station, QEOP",34,7,1,8
Jun-17,"Sugden Road, Battersea",19,0,6,6
Jun-17,"Sumner Place, South Kensington",19,4,0,4
Jun-17,"Sun Street, Liverpool Street",25,16,3,19
Jun-17,"Surrey Lane, Battersea",28,1,8,9
Jun-17,"Sutton Street, Shadwell",33,2,14,16
Jun-17,"Swan Street, The Borough",27,5,3,8
Jun-17,"Tachbrook Street, Victoria",16,9,10,19
Jun-17,"Tallis Street, Temple",24,19,15,34
Jun-17,"Tanner Street, Bermondsey",19,7,6,13
Jun-17,"Tate Modern, Bankside",30,12,6,18
Jun-17,"Tavistock Place, Bloomsbury",19,3,15,18
Jun-17,"Tavistock Street, Covent Garden",33,29,8,37
Jun-17,"Taviton Street, Bloomsbury",30,5,12,17
Jun-17,"Teversham Lane, Stockwell",39,4,5,9
Jun-17,"Teviot Street, Poplar",33,1,0,1
Jun-17,"The Green Bridge, Mile End",63,4,14,18
Jun-17,"The Guildhall, Guildhall",17,34,11,45
Jun-17,"The Tennis Courts, Regent's Park",16,0,3,3
Jun-17,"The Vale, West Chelsea",24,2,4,6
Jun-17,"Theobald's Road, Holborn",26,50,50,100
Jun-17,"Thessaly Road North, Nine Elms",28,8,1,9
Jun-17,"Thorndike Close, West Chelsea",25,0,7,7
Jun-17,"Thornfield House, Poplar",26,1,0,1
Jun-17,"Thurtle Road, Haggerston",22,2,14,16
Jun-17,"Timber Lodge, QEOP",35,0,4,4
Jun-17,"Tooley Street, Bermondsey",17,38,0,38
Jun-17,"Torrens Street, Angel",19,0,8,8
Jun-17,"Tower Gardens, Tower",24,61,1,62
Jun-17,"Trebovir Road, Earl's Court",18,0,2,2
Jun-17,"Triangle Car Park, Hyde Park",27,1,3,4
Jun-17,"Turquoise Island, Notting Hill",21,0,1,1
Jun-17,"Twig Folly Bridge, Mile End",21,8,6,14
Jun-17,"Tyers Gate, Bermondsey",36,9,6,15
Jun-17,"Tysoe Street, Clerkenwell",20,3,8,11
Jun-17,"Union Grove, Wandsworth Road",45,9,10,19
Jun-17,"Union Street, The Borough",17,0,3,3
Jun-17,"Upcerne Road, West Chelsea",29,0,4,4
Jun-17,"Upper Bank Street, Canary Wharf",36,2,0,2
Jun-17,"Upper Grosvenor Street, Mayfair",18,4,9,13
Jun-17,"Upper Richmond Road, East Putney",25,3,1,4
Jun-17,"Usk Road, Battersea",30,1,2,3
Jun-17,"Vauxhall Bridge, Pimlico",35,1,1,2
Jun-17,"Vauxhall Cross, Vauxhall",17,0,0,0
Jun-17,"Vauxhall Street, Vauxhall",19,5,0,5
Jun-17,"Vauxhall Walk, Vauxhall",27,1,0,1
Jun-17,"Vereker Road, West Kensington",32,0,3,3
Jun-17,"Vicarage Crescent, Battersea",30,0,3,3
Jun-17,"Vicarage Gate, Kensington",18,0,4,4
Jun-17,"Victoria and Albert Museum, Cromwell Road",36,4,2,6
Jun-17,"Victoria Park Road, Hackney Central",34,1,0,1
Jun-17,"Victory Place, Walworth",24,8,24,32
Jun-17,"Vincent Square, Westminster",19,5,1,6
Jun-17,"Vincent Street, Pimlico",16,8,2,10
Jun-17,"Walmer Road, Notting Hill",24,1,1,2
Jun-17,"Walnut Tree Walk, Vauxhall",20,7,22,29
Jun-17,"Walworth Road, Elephant & Castle",30,0,0,0
Jun-17,"Wandsworth Rd, Isley Court, Wandsworth Road",30,6,5,11
Jun-17,"Wandsworth Town Station, Wandsworth",33,2,0,2
Jun-17,"Wapping High Street, Wapping",20,2,2,4
Jun-17,"Wapping Lane, Wapping",28,1,1,2
Jun-17,"Wardour Street, Soho",16,19,1,20
Jun-17,"Warren Street Station, Fitzrovia",26,5,5,10
Jun-17,"Warwick Avenue Station, Maida Vale",19,3,6,9
Jun-17,"Warwick Road, Olympia",36,4,1,5
Jun-17,"Warwick Square, Pimlico",19,2,24,26
Jun-17,"Waterloo Bridge, South Bank",15,18,12,30
Jun-17,"Waterloo Place, St. James's",20,9,6,15
Jun-17,"Waterloo Road, Southbank",15,46,20,66
Jun-17,"Waterloo Station, Waterloo",126,28,24,52
Jun-17,"Waterloo Station, Waterloo",126,149,142,291
Jun-17,"Waterloo Station, Waterloo",126,109,202,311
Jun-17,"Watney Market, Stepney",51,1,4,5
Jun-17,"Watney Street, Shadwell",27,3,15,18
Jun-17,"Webber Street, Southwark",24,2,13,15
Jun-17,"Wellington Arch, Hyde Park",36,0,2,2
Jun-17,"Wellington Road, St. John's Wood",17,0,6,6
Jun-17,"Wellington Row, Bethnal Green",33,9,4,13
Jun-17,"Wellington Street, Strand",15,14,1,15
Jun-17,"Wells Street, Fitzrovia",38,13,0,13
Jun-17,"Wendon Street, Old Ford",18,0,1,1
Jun-17,"Wenlock Road, Hoxton",28,1,16,17
Jun-17,"West Cromwell Road, Earl's Court",24,0,2,2
Jun-17,"West Kensington Station, West Kensington",21,0,3,3
Jun-17,"West Smithfield Rotunda, Farringdon",25,52,26,78
Jun-17,"Westbourne Grove, Bayswater",26,0,8,8
Jun-17,"Westbourne Park Road, Portobello",23,0,4,4
Jun-17,"Westbridge Road, Battersea",28,1,6,7
Jun-17,"Westferry Circus, Canary Wharf",36,2,1,3
Jun-17,"Westferry DLR, Limehouse",41,3,0,3
Jun-17,"Westfield Ariel Way, White City",42,4,0,4
Jun-17,"Westfield Library Corner, Shepherd's Bush",27,4,0,4
Jun-17,"Westfield Southern Terrace, Shepherd's Bush",29,4,0,4
Jun-17,"Westminster Bridge Road, Elephant & Castle",26,0,4,4
Jun-17,"Westminster University, Marylebone",16,0,2,2
Jun-17,"Whiston Road, Haggerston",21,2,20,22
Jun-17,"Whitehall Place, Strand",46,43,8,51
Jun-17,"Whiteley's, Bayswater",16,4,6,10
Jun-17,"William IV Street, Strand",26,73,3,76
Jun-17,"William Morris Way, Sands End",26,4,0,4
Jun-17,"Windsor Terrace, Hoxton",24,1,22,23
Jun-17,"Winsland Street, Paddington",15,47,51,98
Jun-17,"Wood Street, Guildhall",17,25,9,34
Jun-17,"Woodstock Grove, Shepherd's Bush",23,1,0,1
Jun-17,"Woodstock Street, Mayfair",21,8,0,8
Jun-17,"World's End Place, West Chelsea",22,1,3,4
Jun-17,"Wormwood Street, Liverpool Street",16,56,7,63
Jun-17,"Wren Street, Holborn",33,0,13,13
Jun-17,"Wright's Lane, Kensington",37,2,3,5
Jun-17,"York Hall, Bethnal Green",27,6,2,8
Jul-17,,,0,0,0
Jul-17,,,0,0,0
Jul-17,"Abbey Orchard Street, Westminster",29,0,0,0
Jul-17,"Abbotsbury Road, Holland Park",24,0,0,0
Jul-17,"Aberdeen Place, St John's Wood",18,0,0,0
Jul-17,"Aberfeldy Street, Poplar",16,0,0,0
Jul-17,"Abingdon Green, Great College Street",20,0,0,0
Jul-17,"Abingdon Villas, Kensington",17,0,0,0
Jul-17,"Abyssinia Close, Clapham Junction",20,0,0,0
Jul-17,"Ackroyd Drive, Bow",29,0,0,0
Jul-17,"Ada Street, Hackney Central",45,0,0,0
Jul-17,"Addison Road, Holland Park",26,0,0,0
Jul-17,"Aintree Street, Fulham",24,0,0,0
Jul-17,"Albany Street, Regent's Park",27,0,0,0
Jul-17,"Albert Bridge Road, Battersea Park",20,0,0,0
Jul-17,"Albert Embankment, Vauxhall",24,0,0,0
Jul-17,"Albert Gardens, Stepney",33,0,0,0
Jul-17,"Albert Gate, Hyde Park",28,0,0,0
Jul-17,"Albert Square, Stockwell",32,0,0,0
Jul-17,"Alderney Street, Pimlico",14,0,0,0
Jul-17,"Aldersgate Street, Barbican",15,0,0,0
Jul-17,"Alfred Place, Bloomsbury",40,0,0,0
Jul-17,"Alfreda Street, Battersea Park",22,0,0,0
Jul-17,"All Saints Church, Portobello",37,0,0,0
Jul-17,"All Saints' Road, Portobello",22,0,0,0
Jul-17,"Alma Road, Wandsworth",28,0,0,0
Jul-17,"Alpha Grove, Millwall",23,0,0,0
Jul-17,"Ampton Street, Clerkenwell",21,0,0,0
Jul-17,"Ansell House, Stepney",43,0,0,0
Jul-17,"Antill Road, Mile End",30,0,0,0
Jul-17,"Appold Street, Liverpool Street",26,0,0,0
Jul-17,"Archbishop's Park, Waterloo",23,0,0,0
Jul-17,"Argyll Road, Kensington",19,0,0,0
Jul-17,"Arlington Road, Camden Town",24,0,0,0
Jul-17,"Ashley Crescent, Battersea",28,0,0,0
Jul-17,"Ashley Place, Victoria",25,0,0,0
Jul-17,"Ashmole Estate, Oval",34,0,0,0
Jul-17,"Aston Street, Stepney",26,0,0,0
Jul-17,"Austin Road, Battersea",18,0,0,0
Jul-17,"Aylward Street, Stepney",22,0,0,0
Jul-17,"Baker Street, Marylebone",22,0,0,0
Jul-17,"Baldwin Street, St. Luke's",21,0,0,0
Jul-17,"Bancroft Road, Bethnal Green",21,0,0,0
Jul-17,"Bank of England Museum, Bank",16,0,0,0
Jul-17,"Bankside Mix, Bankside",60,0,0,0
Jul-17,"Barbican Centre, Barbican",19,0,0,0
Jul-17,"Barons Court Station, West Kensington",32,0,0,0
Jul-17,"Bath Street, St. Luke's",18,0,0,0
Jul-17,"Battersea Church Road, Battersea",25,0,0,0
Jul-17,"Battersea Park Road, Nine Elms",27,0,0,0
Jul-17,"Battersea Power Station, Battersea Park",27,0,0,0
Jul-17,"Bayley Street, Bloomsbury",25,0,0,0
Jul-17,"Baylis Road, Waterloo",18,0,0,0
Jul-17,"Bayswater Road, Hyde Park",26,0,0,0
Jul-17,"BBC White City, White City",36,0,0,0
Jul-17,"Beaumont Street, Marylebone",23,0,0,0
Jul-17,"Bedford Way, Bloomsbury",23,0,0,0
Jul-17,"Belford House, Haggerston",35,0,0,0
Jul-17,"Belgrave Road, Victoria",29,0,0,0
Jul-17,"Belgrave Square, Belgravia",21,0,0,0
Jul-17,"Belgrove Street, King's Cross",21,0,0,0
Jul-17,"Bell Lane, Liverpool Street",23,0,0,0
Jul-17,"Bell Street, Marylebone",18,0,0,0
Jul-17,"Belvedere Road, South Bank",76,0,0,0
Jul-17,"Belvedere Road, South Bank",76,0,0,0
Jul-17,"Bermondsey Street, Bermondsey",24,0,0,0
Jul-17,"Berry Street, Clerkenwell",41,0,0,0
Jul-17,"Beryl Road, Hammersmith",26,0,0,0
Jul-17,"Bethnal Green Garden, Bethnal Green",23,0,0,0
Jul-17,"Bethnal Green Road, Shoreditch",38,0,0,0
Jul-17,"Bevington Road West, North Kensington",24,0,0,0
Jul-17,"Bevington Road, North Kensington",27,0,0,0
Jul-17,"Binfield Road, Stockwell",35,0,0,0
Jul-17,"Birkenhead Street, King's Cross",27,0,0,0
Jul-17,"Bishop's Avenue, Fulham",44,0,0,0
Jul-17,"Bishop's Bridge Road East, Bayswater",20,0,0,0
Jul-17,"Bishop's Bridge Road West, Bayswater",18,0,0,0
Jul-17,"Black Lion Gate, Kensington Gardens",24,0,0,0
Jul-17,"Black Prince Road, Vauxhall",19,0,0,0
Jul-17,"Blackfriars Road, Southwark",42,0,0,0
Jul-17,"Blenheim Crescent, Ladbroke Grove",22,0,0,0
Jul-17,"Blythe Road West, Shepherd's Bush",21,0,0,0
Jul-17,"Bolsover Street, Fitzrovia",19,0,0,0
Jul-17,"Bonny Street, Camden Town",45,0,0,0
Jul-17,"Borough High Street, The Borough",21,0,0,0
Jul-17,"Borough Road, Elephant & Castle",41,0,0,0
Jul-17,"Boston Place, Marylebone",26,0,0,0
Jul-17,"Bouverie Street, Temple",18,0,0,0
Jul-17,"Bow Church Station, Bow",39,0,0,0
Jul-17,"Bow Road Station, Bow",42,0,0,0
Jul-17,"Bradmead, Nine Elms",40,0,0,0
Jul-17,"Braham Street, Aldgate",34,0,0,0
Jul-17,"Bramham Gardens, Earl's Court",29,0,0,0
Jul-17,"Breams Buildings, Holborn",24,0,0,0
Jul-17,"Brick Lane Market, Bangla Town",23,0,0,0
Jul-17,"Bricklayers Arms, The Borough",28,0,0,0
Jul-17,"Bridge Avenue, Hammersmith",18,0,0,0
Jul-17,"British Museum, Bloomsbury",35,0,0,0
Jul-17,"Broadcasting House, Marylebone",13,0,0,0
Jul-17,"Broadley Terrace, Marylebone",18,0,0,0
Jul-17,"Broadwick Street, Soho",18,0,0,0
Jul-17,"Bromley High Street, Bow",24,0,0,0
Jul-17,"Brook Green South, Brook Green",33,0,0,0
Jul-17,"Broomhouse Lane, Parsons Green",29,0,0,0
Jul-17,"Brunswick Square, Bloomsbury",24,0,0,0
Jul-17,"Brushfield Street, Liverpool Street",34,0,0,0
Jul-17,"Bruton Street, Mayfair",21,0,0,0
Jul-17,"Buckingham Gate, Westminster",16,0,0,0
Jul-17,"Bunhill Row, Moorgate",30,0,0,0
Jul-17,"Burdett Road, Mile End",33,0,0,0
Jul-17,"Bury Place, Holborn",21,0,0,0
Jul-17,"Butler Place, Westminster",18,0,0,0
Jul-17,"Buxton Street, Bangla Town",41,0,0,0
Jul-17,"Cadogan Close, Victoria Park",22,0,0,0
Jul-17,"Cadogan Gardens, Sloane Square",15,0,0,0
Jul-17,"Cadogan Place, Knightsbridge",34,0,0,0
Jul-17,"Caldwell Street, Stockwell",43,0,0,0
Jul-17,"Calshot Street, King's Cross",24,0,0,0
Jul-17,"Campden Hill Road, Notting Hill",17,0,0,0
Jul-17,"Canton Street, Poplar",23,0,0,0
Jul-17,"Cantrell Road, Bow",24,0,0,0
Jul-17,"Carey Street, Holborn",16,0,0,0
Jul-17,"Carnegie Street, King's Cross",40,0,0,0
Jul-17,"Cartwright Gardens, Bloomsbury",22,0,0,0
Jul-17,"Castalia Square, Cubitt Town",37,0,0,0
Jul-17,"Castlehaven Road, Camden Town",29,0,0,0
Jul-17,"Central House, Whitechapel",18,0,0,0
Jul-17,"Cephas Street, Bethnal Green",24,0,0,0
Jul-17,"Chadwell Street, Angel",18,0,0,0
Jul-17,"Chancery Lane, Holborn",15,0,0,0
Jul-17,"Chapel Place, Marylebone",29,0,0,0
Jul-17,"Charing Cross Hospital, Hammersmith",21,0,0,0
Jul-17,"Charlbert Street, St. John's Wood",16,0,0,0
Jul-17,"Charles II Street, West End",24,0,0,0
Jul-17,"Charlotte Street, Fitzrovia",14,0,0,0
Jul-17,"Charlotte Terrace, Angel",25,0,0,0
Jul-17,"Cheapside, Bank",43,0,0,0
Jul-17,"Chelsea Bridge, Pimlico",15,0,0,0
Jul-17,"Chelsea Green, Chelsea",27,0,0,0
Jul-17,"Chepstow Villas, Notting Hill",26,0,0,0
Jul-17,"Cheshire Street, Bethnal Green",28,0,0,0
Jul-17,"Chesilton Road, Fulham",23,0,0,0
Jul-17,"Chrisp Street Market, Poplar",18,0,0,0
Jul-17,"Christian Street, Whitechapel",34,0,0,0
Jul-17,"Christopher Street, Liverpool Street",32,0,0,0
Jul-17,"City Road, Angel",47,0,0,0
Jul-17,"Clapham Common Northside, Clapham Common",37,0,0,0
Jul-17,"Clapham Road, Lingham Street, Stockwell",30,0,0,0
Jul-17,"Claremont Square, Angel",18,0,0,0
Jul-17,"Clarence Walk, Stockwell",28,0,0,0
Jul-17,"Clarendon Road, Avondale",24,0,0,0
Jul-17,"Clarges Street, West End",16,0,0,0
Jul-17,"Clarkson Street, Bethnal Green",31,0,0,0
Jul-17,"Claverton Street, Pimlico",32,0,0,0
Jul-17,"Cleaver Street, Kennington",16,0,0,0
Jul-17,"Clerkenwell Green, Clerkenwell",21,0,0,0
Jul-17,"Cleveland Gardens, Bayswater",16,0,0,0
Jul-17,"Cleveland Way, Bethnal Green",36,0,0,0
Jul-17,"Clifton Road, Maida Vale",22,0,0,0
Jul-17,"Clifton Street, Shoreditch",24,0,0,0
Jul-17,"Clinton Road, Mile End",36,0,0,0
Jul-17,"Cloudesley Road, Angel",20,0,0,0
Jul-17,"Colet Gardens, Hammersmith",30,0,0,0
Jul-17,"Collingham Gardens, Earl's Court",14,0,0,0
Jul-17,"Colombo Street, Southwark",15,0,0,0
Jul-17,"Columbia Road, Weavers",24,0,0,0
Jul-17,"Commercial Street, Shoreditch",16,0,0,0
Jul-17,"Concert Hall Approach, South Bank",28,0,0,0
Jul-17,"Coomer Place, West Kensington",27,0,0,0
Jul-17,"Copper Box Arena, QEOP",33,0,0,0
Jul-17,"Coram Street, Camden",29,0,0,0
Jul-17,"Cotton Garden Estate, Kennington",24,0,0,0
Jul-17,"Courland Grove, Wandsworth Road",40,0,0,0
Jul-17,"Crabtree Lane, Fulham",27,0,0,0
Jul-17,"Craven Street, Strand",23,0,0,0
Jul-17,"Crawford Street, Marylebone",18,0,0,0
Jul-17,"Crinan Street, King's Cross",20,0,0,0
Jul-17,"Crisp Road, Hammersmith",46,0,0,0
Jul-17,"Cromer Street, Bloomsbury",28,0,0,0
Jul-17,"Crosswall, Tower",34,0,0,0
Jul-17,"Culvert Road, Battersea",27,0,0,0
Jul-17,"Curlew Street, Shad Thames",21,0,0,0
Jul-17,"Curzon Street, Mayfair",16,0,0,0
Jul-17,"Danvers Street, West Chelsea",21,0,0,0
Jul-17,"De Vere Gardens, Kensington",29,0,0,0
Jul-17,"Denyer Street, Knightsbridge",30,0,0,0
Jul-17,"Derry Street, Kensington",18,0,0,0
Jul-17,"Devons Road, Bow",39,0,0,0
Jul-17,"Devonshire Square, Liverpool Street",16,0,0,0
Jul-17,"Devonshire Terrace, Bayswater",15,0,0,0
Jul-17,"Dickens Square, The Borough",32,0,0,0
Jul-17,"Disraeli Road, Putney",33,0,0,0
Jul-17,"Do not use, Not to be used",Not to be used,0,0,0
Jul-17,"Dock Street, Wapping",30,0,0,0
Jul-17,"Doddington Grove, Kennington",36,0,0,0
Jul-17,"Doric Way, Somers Town",31,0,0,0
Jul-17,"Dorothy Road, Clapham Junction",28,0,0,0
Jul-17,"Dorset Square, Marylebone",16,0,0,0
Jul-17,"Drayton Gardens, Chelsea",18,0,0,0
Jul-17,"Driffield Road, Old Ford",19,0,0,0
Jul-17,"Drummond Street, Euston",28,0,0,0
Jul-17,"Drury Lane, Covent Garden",27,0,0,0
Jul-17,"Duke Street Hill, London Bridge",21,0,0,0
Jul-17,"Dunston Road, Haggerston",43,0,0,0
Jul-17,"Durant Street, Bethnal Green",24,0,0,0
Jul-17,"Eagle Wharf Road, Hoxton",45,0,0,0
Jul-17,"Earnshaw Street, Covent Garden",18,0,0,0
Jul-17,"East Ferry Road, Cubitt Town",17,0,0,0
Jul-17,"East India DLR, Blackwall",51,0,0,0
Jul-17,"East Road, Hoxton",27,0,0,0
Jul-17,"East Village, QEOP",34,0,0,0
Jul-17,"Eastbourne Mews, Paddington",34,0,0,0
Jul-17,"Eaton Square (South), Belgravia",31,0,0,0
Jul-17,"Eaton Square, Belgravia",20,0,0,0
Jul-17,"Ebury Bridge, Pimlico",29,0,0,0
Jul-17,"Eccleston Place, Victoria",19,0,0,0
Jul-17,"Edgware Road Station, Paddington",64,0,0,0
Jul-17,"Eel Brook Common, Walham Green",24,0,0,0
Jul-17,"Elizabeth Bridge, Victoria",34,0,0,0
Jul-17,"Elysium Place, Fulham",21,0,0,0
Jul-17,"Embankment (Savoy), Strand",42,0,0,0
Jul-17,"Emperor's Gate, South Kensington",22,0,0,0
Jul-17,"Empire Square, The Borough",46,0,0,0
Jul-17,"Endsleigh Gardens, Euston",32,0,0,0
Jul-17,"Erin Close, Walham Green",24,0,0,0
Jul-17,"Esmond Street, Putney",30,0,0,0
Jul-17,"Ethelburga Estate, Battersea Park",30,0,0,0
Jul-17,"Euston Road, Euston",24,0,0,0
Jul-17,"Everington Street, Fulham",31,0,0,0
Jul-17,"Eversholt Street, Camden Town",16,0,0,0
Jul-17,"Evesham Street, Avondale",29,0,0,0
Jul-17,"Exhibition Road Museums, South Kensington",22,0,0,0
Jul-17,"Exhibition Road, Knightsbridge",20,0,0,0
Jul-17,"Falcon Road, Clapham Junction",28,0,0,0
Jul-17,"Falkirk Street, Hoxton",26,0,0,0
Jul-17,"Fanshaw Street, Hoxton",34,0,0,0
Jul-17,"Farm Street, Mayfair",15,0,0,0
Jul-17,"Farringdon Lane, Clerkenwell",16,0,0,0
Jul-17,"Fashion Street, Whitechapel",30,0,0,0
Jul-17,"Fawcett Close, Battersea",36,0,0,0
Jul-17,"Felsham Road, Putney",18,0,0,0
Jul-17,"Finlay Street, Fulham",18,0,0,0
Jul-17,"Finnis Street, Bethnal Green",29,0,0,0
Jul-17,"Finsbury Circus, Liverpool Street",32,0,0,0
Jul-17,"Finsbury Leisure Centre, St. Luke's",20,0,0,0
Jul-17,"Finsbury Library, Finsbury",29,0,0,0
Jul-17,"Finsbury Square, Moorgate",33,0,0,0
Jul-17,"Fire Brigade Pier, Vauxhall",30,0,0,0
Jul-17,"Fishermans Walk West, Canary Wharf",36,0,0,0
Jul-17,"Flamborough Street, Limehouse",25,0,0,0
Jul-17,"Flood Street, Chelsea",18,0,0,0
Jul-17,"Ford Road, Old Ford",18,0,0,0
Jul-17,"Fore Street, Guildhall",19,0,0,0
Jul-17,"Fournier Street, Whitechapel",18,0,0,0
Jul-17,"Frampton Street, Paddington",32,0,0,0
Jul-17,"Freston Road, Avondale",23,0,0,0
Jul-17,"Frith Street, Soho",18,0,0,0
Jul-17,"Fulham Broadway, Walham Green",26,0,0,0
Jul-17,"Fulham Park Road, Fulham",27,0,0,0
Jul-17,"Furze Green, Bow",36,0,0,0
Jul-17,"Garnet Street, Shadwell",24,0,0,0
Jul-17,"Gaywood Street, Elephant & Castle",45,0,0,0
Jul-17,"George Place Mews, Marylebone",16,0,0,0
Jul-17,"George Street, Marylebone",26,0,0,0
Jul-17,"Geraldine Street, Elephant & Castle",17,0,0,0
Jul-17,"Globe Town Market, Bethnal Green",20,0,0,0
Jul-17,"Gloucester Avenue, Camden Town",24,0,0,0
Jul-17,"Gloucester Road (Central), South Kensington",19,0,0,0
Jul-17,"Gloucester Road (North), Kensington",16,0,0,0
Jul-17,"Gloucester Road Station, South Kensington",15,0,0,0
Jul-17,"Gloucester Street, Pimlico",25,0,0,0
Jul-17,"Gloucester Terrace, Bayswater",23,0,0,0
Jul-17,"Godliman Street, St. Paul's",25,0,0,0
Jul-17,"Golden Lane, Barbican",27,0,0,0
Jul-17,"Golden Square, Soho",18,0,0,0
Jul-17,"Goldsmiths Row, Haggerston",27,0,0,0
Jul-17,"Good's Way, King's Cross",27,0,0,0
Jul-17,"Goswell Road (City Uni), Finsbury",17,0,0,0
Jul-17,"Gower Place, Euston",17,0,0,0
Jul-17,"Grafton Street, Mayfair",18,0,0,0
Jul-17,"Graham Street, Angel",26,0,0,0
Jul-17,"Granby Street, Shoreditch",37,0,0,0
Jul-17,"Grant Road, Clapham Junction",120,0,0,0
Jul-17,"Grant Road, Clapham Junction",120,0,0,0
Jul-17,"Grant Road, Clapham Junction",120,0,0,0
Jul-17,"Great Dover Street, The Borough",33,0,0,0
Jul-17,"Great Marlborough Street, Soho",41,0,0,0
Jul-17,"Great Percy Street, Clerkenwell",23,0,0,0
Jul-17,"Great Russell Street, Bloomsbury",26,0,0,0
Jul-17,"Great Suffolk Street, The Borough",21,0,0,0
Jul-17,"Great Titchfield Street, Fitzrovia",19,0,0,0
Jul-17,"Great Tower Street, Monument",24,0,0,0
Jul-17,"Green Park Station, West End",28,0,0,0
Jul-17,"Green Street, Mayfair",19,0,0,0
Jul-17,"Greenberry Street, St. John's Wood",24,0,0,0
Jul-17,"Greenland Road, Camden Town",36,0,0,0
Jul-17,"Grenfell Road, Avondale",24,0,0,0
Jul-17,"Greycoat Street, Westminster",17,0,0,0
Jul-17,"Greyhound Road, Hammersmith",37,0,0,0
Jul-17,"Grosvenor Crescent, Belgravia",18,0,0,0
Jul-17,"Grosvenor Road, Pimlico",29,0,0,0
Jul-17,"Grosvenor Square, Mayfair",17,0,0,0
Jul-17,"Grove End Road, St. John's Wood",20,0,0,0
Jul-17,"Guildhouse Street, Victoria",16,0,0,0
Jul-17,"Guilford Street, Bloomsbury",38,0,0,0
Jul-17,"Gunmakers Lane, Old Ford",17,0,0,0
Jul-17,"Gwendwr Road, West Kensington",30,0,0,0
Jul-17,"Haggerston Road, Haggerston",37,0,0,0
Jul-17,"Halford Road, Fulham",24,0,0,0
Jul-17,"Hammersmith Road, Hammersmith",22,0,0,0
Jul-17,"Hammersmith Town Hall, Hammersmith",28,0,0,0
Jul-17,"Hampstead Road (Cartmel), Euston",16,0,0,0
Jul-17,"Hampstead Road, Euston",54,0,0,0
Jul-17,"Hampton Street, Walworth",21,0,0,0
Jul-17,"Handyside Street, King's Cross",27,0,0,0
Jul-17,"Hansard Mews, Shepherds Bush",20,0,0,0
Jul-17,"Harcourt Terrace, West Brompton",24,0,0,0
Jul-17,"Hardwick Street, Clerkenwell",30,0,0,0
Jul-17,"Harford Street, Mile End",23,0,0,0
Jul-17,"Harper Road, The Borough",42,0,0,0
Jul-17,"Harriet Street, Knightsbridge",27,0,0,0
Jul-17,"Harrington Square, Camden Town",65,0,0,0
Jul-17,"Harrowby Street, Marylebone",16,0,0,0
Jul-17,"Hartington Road, Stockwell",35,0,0,0
Jul-17,"Hatton Garden, Holborn",28,0,0,0
Jul-17,"Hatton Wall, Holborn",26,0,0,0
Jul-17,"Hawley Crescent, Camden Town",22,0,0,0
Jul-17,"Heath Road, Battersea",27,0,0,0
Jul-17,"Here East North, Queen Elizabeth Olympic Park",24,0,0,0
Jul-17,"Here East South, Queen Elizabeth Olympic Park",,0,0,0
Jul-17,"Hereford Road, Bayswater",22,0,0,0
Jul-17,"Hermitage Court, Wapping",16,0,0,0
Jul-17,"Heron Quays DLR, Canary Wharf",27,0,0,0
Jul-17,"Hertford Road, De Beauvoir Town",25,0,0,0
Jul-17,"Hewison Street, Old Ford",19,0,0,0
